Gene Accession Number,Gene Definition,Sample Source,Gene Organism,Isolation Source,Collection Date,Collection Country,Taxon ID,BioProject,BioSample,Assembly,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16,Reference_17,Reference_18,Reference_19,Reference_20,Reference_21,Reference_22,Reference_23,Reference_24,Reference_25,Reference_26,Reference_27,Reference_28,Reference_29,Reference_30,Reference_31,new_collection_date
NZ_CP083034.1,"Klebsiella pneumoniae strain 5208.51 plasmid p2-5208.51-NDM1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2013,Switzerland,taxon:573,BioProject:PRJNA224116,BioSample:SAMN21016539,Assembly:GCF_021137835.1,A collection of hybrid assemblies of carbapenemase-producing Klebsiella pneumoniae clinical isolates from Switzerland,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP083044.1,"Klebsiella pneumoniae strain 400195-2-18 plasmid p1-400195-2-18, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018,Switzerland,taxon:573,BioProject:PRJNA224116,BioSample:SAMN21016518,Assembly:GCF_021137875.1,A collection of hybrid assemblies of carbapenemase-producing Klebsiella pneumoniae clinical isolates from Switzerland,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP083048.1,"Klebsiella pneumoniae strain 400195-1-18 plasmid p1-400195-1-18, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018,Switzerland,taxon:573,BioProject:PRJNA224116,BioSample:SAMN21016517,Assembly:GCF_021137895.1,A collection of hybrid assemblies of carbapenemase-producing Klebsiella pneumoniae clinical isolates from Switzerland,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP083072.1,"Klebsiella pneumoniae strain 1230_0791_KP plasmid p2-1230_0791_KP, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018,Switzerland,taxon:573,BioProject:PRJNA224116,BioSample:SAMN21016479,Assembly:GCF_021138035.1,A collection of hybrid assemblies of carbapenemase-producing Klebsiella pneumoniae clinical isolates from Switzerland,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP088953.1,"Microbulbifer elongatus strain DSM 6810 chromosome, complete genome",Microbulbifer elongatus,Microbulbifer elongatus,,,,taxon:86173,BioProject:PRJNA224116,BioSample:SAMN23563212,Assembly:GCF_021165935.1,The complete genome sequence of Microbulbifer elongatus DSM6810,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP088986.1,"Klebsiella pneumoniae strain 53334 plasmid p53334-88.9, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,Taiwan,taxon:573,BioProject:PRJNA224116,BioSample:SAMN23552372,Assembly:GCF_021166075.1,Whole genome sequencing of K. pneumoniae isolates,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP088991.1,"Klebsiella pneumoniae strain 50700 chromosome, complete genome",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN23552370,Assembly:GCF_021166115.1,Whole genome sequencing of K. pneumoniae isolates,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP089019.1,"Klebsiella pneumoniae strain 53374 plasmid p53374-177.1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,Taiwan,taxon:573,BioProject:PRJNA224116,BioSample:SAMN23552366,Assembly:GCF_021166195.1,Whole genome sequencing of K. pneumoniae isolates,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP089029.1,"Klebsiella pneumoniae strain 49210 plasmid p49210-124.9, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN15146843,Assembly:GCF_021166235.1,Whole genome sequencing of K. pneumoniae isolates,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP089446.1,"Escherichia coli strain 5-1 plasmid unnamed1, complete sequence",Escherichia coli,Escherichia coli,,2021-01-11,China: Kunming,taxon:562,BioProject:PRJNA224116,BioSample:SAMN23798050,Assembly:GCF_021228975.1,Horizontal transmission mechanism of plasmid-mediated carbapenem gene in Enterobacteriaceae,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-11 00:00:00
NZ_CP089928.1,"Microbulbifer sp. YPW16 chromosome, complete genome",Microbulbifer sp. YPW16,Microbulbifer sp. YPW16,,,China:Wenzhou,taxon:2904242,BioProject:PRJNA224116,BioSample:SAMN24059728,Assembly:GCF_021290385.1,The complete genome sequence of Microbulbifer sp. YPW16,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP089928.1,"Microbulbifer sp. YPW16 chromosome, complete genome",Microbulbifer sp. YPW16,Microbulbifer sp. YPW16,,,China:Wenzhou,taxon:2904242,BioProject:PRJNA224116,BioSample:SAMN24059728,Assembly:GCF_021290385.1,The complete genome sequence of Microbulbifer sp. YPW16,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP080295.1,"Bacteroides fragilis strain IHMA_4 chromosome, complete genome",Bacteroides fragilis,Bacteroides fragilis,,,"USA: St. Louis, MO",taxon:817,BioProject:PRJNA224116,BioSample:SAMN20148209,Assembly:GCF_021359565.1,Comparative genomics of Bacteroides fragilis group isolates reveals species-dependent resistance mechanisms and validates clinical tools for resistance prediction,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP080296.1,"Bacteroides fragilis strain IHMA_13 chromosome, complete genome",Bacteroides fragilis,Bacteroides fragilis,,,"USA: St. Louis, MO",taxon:817,BioProject:PRJNA224116,BioSample:SAMN20148214,Assembly:GCF_021359585.1,Comparative genomics of Bacteroides fragilis group isolates reveals species-dependent resistance mechanisms and validates clinical tools for resistance prediction,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP089980.1,"Fulvivirga maritima strain SW1-E11 chromosome, complete genome",Fulvivirga maritima,Fulvivirga maritima,,2019-10-14,"South Korea: Dongho-ri, Haeri-myeon, Gochang-gun, Jeollabuk-do",taxon:2904247,BioProject:PRJNA224116,BioSample:SAMN24045796,Assembly:GCF_021389955.1,Three novel species in genus Fulvivirga and the genus uniqueness analysis,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-14 00:00:00
NZ_CP089980.1,"Fulvivirga maritima strain SW1-E11 chromosome, complete genome",Fulvivirga maritima,Fulvivirga maritima,,2019-10-14,"South Korea: Dongho-ri, Haeri-myeon, Gochang-gun, Jeollabuk-do",taxon:2904247,BioProject:PRJNA224116,BioSample:SAMN24045796,Assembly:GCF_021389955.1,Three novel species in genus Fulvivirga and the genus uniqueness analysis,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-14 00:00:00
NZ_CP090003.1,"Flagellimonas sp. CMM7 chromosome, complete genome",Flagellimonas sp. CMM7,Flagellimonas sp. CMM7,,2017-04-04,South Korea: JeJu island,taxon:2654676,BioProject:PRJNA224116,BioSample:SAMN24175386,Assembly:GCF_021390195.1,"Identification of new microorganisms isolated from the hornbeam inhabiting the coast of Iyang-do, Jeju-do, South Korea",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-04 00:00:00
NZ_CP090019.1,"Vibrio kanaloae strain KH-4 chromosome 1, complete sequence",Vibrio kanaloae,Vibrio kanaloae,,2020-10,China: Qingdao,taxon:170673,BioProject:PRJNA224116,BioSample:SAMN24255531,Assembly:GCF_021391375.1,construct the sequence of bacterial genome,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-01 00:00:00
NZ_CP090258.1,"Escherichia coli strain E-R300-1 plasmid pE-R300-1-KPC-2, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394355,Assembly:GCF_021397815.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090262.1,"Escherichia coli strain E-R791-1 plasmid punnamed1, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394356,Assembly:GCF_021397895.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090263.1,"Escherichia coli strain E-R791-1 plasmid pE-R791-1-NDM-5, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394356,Assembly:GCF_021397895.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090263.1,"Escherichia coli strain E-R791-1 plasmid pE-R791-1-NDM-5, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394356,Assembly:GCF_021397895.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090255.1,"Escherichia coli strain E305-2 plasmid pE305-2-IMP-4, complete sequence",Escherichia coli,Escherichia coli,,2018,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394354,Assembly:GCF_021397945.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP090266.1,"Escherichia coli strain E-T67-1 plasmid punnamed1, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394358,Assembly:GCF_021398035.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090265.1,"Escherichia coli strain E-T67-1 plasmid pE-T67-1-IMP-4, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394358,Assembly:GCF_021398035.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090277.1,"Escherichia coli strain E-T207 chromosome, complete genome",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394416,Assembly:GCF_021398095.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090279.1,"Escherichia coli strain E-T207 plasmid punnamed2, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394416,Assembly:GCF_021398095.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP090288.1,"Escherichia coli strain E-T344-1 plasmid punnamed1, complete sequence",Escherichia coli,Escherichia coli,,2020,China,taxon:562,BioProject:PRJNA224116,BioSample:SAMN24394418,Assembly:GCF_021398175.1,Phenotypic and Genetic Characterization of Carbapenem-Resistant Escherichia coli from ICU Patients in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP080584.1,"Klebsiella pneumoniae strain C1398 mutant C1 chromosome, complete genome",Klebsiella pneumoniae,Klebsiella pneumoniae,,2016-04-11,China: Beijing,taxon:573,BioProject:PRJNA224116,BioSample:SAMN20587887,Assembly:GCF_021398445.1,Emergence of Colistin Resistance in Carbapenem-Resistant Hypervirulent Klebsiella pneumoniae Under the Pressure of Tigecycline,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-11 00:00:00
NZ_CP089952.1,"Xanthomonas campestris pv. campestris strain SB80 chromosome, complete genome",Xanthomonas campestris pv. campestris,Xanthomonas campestris pv. campestris,,2019,Turkey:Samsun,taxon:340,BioProject:PRJNA224116,BioSample:SAMN23597367,Assembly:GCF_021459985.1,"Complete Genome Sequence of Xanthomonas campestris pv. campestris SB80, a Race 4 Strain Isolated from White Head Cabbage in Turkey",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-01 00:00:00
NZ_CP073351.1,"Klebsiella pneumoniae strain CP19 chromosome, complete genome",Klebsiella pneumoniae,Klebsiella pneumoniae,,2017-10,Taiwan,taxon:573,BioProject:PRJNA224116,BioSample:SAMN18719795,Assembly:GCF_021464465.1,The role of transporter and fosA involved in fosfomycin resistance in carbapenem resistance Klebsiella pnuemoniae,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-01 00:00:00
NZ_CP053570.1,"Enterobacter cloacae strain MY490 plasmid pMY490-2, complete sequence",Enterobacter cloacae,Enterobacter cloacae,,2019,China: Sichuan,taxon:550,BioProject:PRJNA224116,BioSample:SAMN14938331,Assembly:GCF_021496745.1,Detection of mobile colistin resistance gene mcr-9 in Enterobacter cloacae of chicken origin in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-01 00:00:00
NZ_CP054786.1,"Pseudomonas aeruginosa strain DL201330 chromosome, complete genome",Pseudomonas aeruginosa,Pseudomonas aeruginosa,,2013,China: Dalian,taxon:287,BioProject:PRJNA224116,BioSample:SAMN15195796,Assembly:GCF_021497285.1,Complete sequence of chromosome of strain DL201330,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01 00:00:00
NZ_CP060595.1,"Pseudomonas monteilii strain A2 chromosome, complete genome",Pseudomonas monteilii,Pseudomonas monteilii,,2019-06-30,China:ChenZhou,taxon:76759,BioProject:PRJNA224116,BioSample:SAMN15887528,Assembly:GCF_021497465.1,Identification and the Whole Genome Analysis of a Novel Tobacco Pathogen Pseudomonas monteilii,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-30 00:00:00
NZ_CP071862.1,"Enterobacter cloacae strain GX1Z-1L plasmid pGX1Z-1L, complete sequence",Enterobacter cloacae,Enterobacter cloacae,,2019-05,China:Guangxi,taxon:550,BioProject:PRJNA224116,BioSample:SAMN18311224,Assembly:GCF_021497605.1,IncHI1 plasmids mediated the tet(X4) gene spread in Enterobacteriaceae in porcine,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01 00:00:00
NZ_CP071862.1,"Enterobacter cloacae strain GX1Z-1L plasmid pGX1Z-1L, complete sequence",Enterobacter cloacae,Enterobacter cloacae,,2019-05,China:Guangxi,taxon:550,BioProject:PRJNA224116,BioSample:SAMN18311224,Assembly:GCF_021497605.1,IncHI1 plasmids mediated the tet(X4) gene spread in Enterobacteriaceae in porcine,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01 00:00:00
NZ_CP071876.1,"Enterobacter hormaechei strain GX4-8L chromosome, complete genome",Enterobacter hormaechei,Enterobacter hormaechei,,2019-05,China:Guangxi,taxon:158836,BioProject:PRJNA224116,BioSample:SAMN18311225,Assembly:GCF_021497625.1,IncHI1 plasmids mediated the tet(X4) gene spread in Enterobacteriaceae in porcine,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01 00:00:00
NZ_CP071877.1,"Enterobacter hormaechei strain GX4-8L plasmid pGX4-8L, complete sequence",Enterobacter hormaechei,Enterobacter hormaechei,,2019-05,China:Guangxi,taxon:158836,BioProject:PRJNA224116,BioSample:SAMN18311225,Assembly:GCF_021497625.1,IncHI1 plasmids mediated the tet(X4) gene spread in Enterobacteriaceae in porcine,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01 00:00:00
NZ_CP053855.1,"Escherichia coli strain 258E chromosome, complete genome",Escherichia coli,Escherichia coli,,2018-04-21,China:ANhui,taxon:562,BioProject:PRJNA224116,BioSample:SAMN14996619,Assembly:GCF_021498025.2,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-21 00:00:00
NZ_CP097098.1,"Escherichia coli strain 258E plasmid pEC258-3, complete sequence",Escherichia coli,Escherichia coli,,2018-04-21,China:ANhui,taxon:562,BioProject:PRJNA224116,BioSample:SAMN14996619,Assembly:GCF_021498025.2,"Characterization of a blaCTX-M-3, blaKPC-2 and blaTEM-1B co-producing IncN plasmid in Escherichia coli of chicken origin",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-21 00:00:00
NZ_CP097098.1,"Escherichia coli strain 258E plasmid pEC258-3, complete sequence",Escherichia coli,Escherichia coli,,2018-04-21,China:ANhui,taxon:562,BioProject:PRJNA224116,BioSample:SAMN14996619,Assembly:GCF_021498025.2,"Characterization of a blaCTX-M-3, blaKPC-2 and blaTEM-1B co-producing IncN plasmid in Escherichia coli of chicken origin",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-21 00:00:00
NZ_CP090974.1,"Shewanella sp. OMA3-2 chromosome, complete genome",Shewanella sp. OMA3-2,Shewanella sp. OMA3-2,,2016-02-16,South Korea:Wan-Do,taxon:2908650,BioProject:PRJNA224116,BioSample:SAMN24697102,Assembly:GCF_021513195.1,Shewanella sp. isolated from a gut content of Haliotis discus hannai,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-16 00:00:00
NZ_CP090978.1,"Paenibacillus sp. YPD9-1 chromosome, complete genome",Paenibacillus sp. YPD9-1,Paenibacillus sp. YPD9-1,,2014-10-01,South Korea:Dok-Do,taxon:2908839,BioProject:PRJNA224116,BioSample:SAMN24737338,Assembly:GCF_021513275.1,Paenibacillus sp. YPD9-1 isolated from a gut content of Hexagrammos agrammus,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-01 00:00:00
NZ_CP040521.1,"Corynebacterium diphtheriae strain CD1036 chromosome, complete genome",Corynebacterium diphtheriae,Corynebacterium diphtheriae,,2017,Bangladesh,taxon:1717,BioProject:PRJNA224116,BioSample:SAMN11612665,Assembly:GCF_021560255.1,Whole genome sequencing of Corynebacterium isolated from Forcibly Displaced Myanmar Nationals,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01 00:00:00
NZ_CP088918.1,"Rhodanobacter denitrificans strain FW107-2APBS1 chromosome, complete genome",Rhodanobacter denitrificans,Rhodanobacter denitrificans,well,,USA: Tennessee,taxon:666685,BioProject:PRJNA224116,BioSample:SAMN23498356,Assembly:GCF_021560615.1,Genomic Features and Pervasive Negative Selection in Rhodanobacter Strains Isolated from Nitrate and Heavy Metal Contaminated Aquifer,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP088919.1,"Rhodanobacter denitrificans strain DSM-24678 chromosome, complete genome",Rhodanobacter denitrificans,Rhodanobacter denitrificans,well,,USA: Tennessee,taxon:666685,BioProject:PRJNA224116,BioSample:SAMN23498357,Assembly:GCF_021560635.1,Genomic Features and Pervasive Negative Selection in Rhodanobacter Strains Isolated from Nitrate and Heavy Metal Contaminated Aquifer,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091244.1,"Thiothrix winogradskyi strain CT3 chromosome, complete genome",Thiothrix winogradskyi,Thiothrix winogradskyi,DSMZ collection (DSM 12730),,,taxon:96472,BioProject:PRJNA224116,BioSample:SAMN24969931,Assembly:GCF_021650935.1,"Two New Species of Filamentous Sulfur Bacteria of the Genus Thiothrix, Thiothrix winogradskyi sp. nov. and 'Candidatus Thiothrix sulfatifontis' sp. nov",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_AP025277.1,"Aeromonas hydrophila strain NUITM-VA1 chromosome, complete genome",Aeromonas hydrophila,Aeromonas hydrophila,,2021,Viet Nam:Hanoi,taxon:644,BioProject:PRJNA224116,BioSample:SAMD00424814,Assembly:GCF_021654355.1,Genomic analysis of Aeromonas hydrophila strain NUITM-VA1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 00:00:00
NZ_AP025277.1,"Aeromonas hydrophila strain NUITM-VA1 chromosome, complete genome",Aeromonas hydrophila,Aeromonas hydrophila,,2021,Viet Nam:Hanoi,taxon:644,BioProject:PRJNA224116,BioSample:SAMD00424814,Assembly:GCF_021654355.1,Genomic analysis of Aeromonas hydrophila strain NUITM-VA1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 00:00:00
NZ_AP025280.1,"Aeromonas caviae strain NUITM-VA2 chromosome, complete genome",Aeromonas caviae,Aeromonas caviae,,2021,Viet Nam:Hanoi,taxon:648,BioProject:PRJNA224116,BioSample:SAMD00424815,Assembly:GCF_021654375.1,Genomic analysis of Aeromonas caviae strain NUITM-VA2,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 00:00:00
NZ_AP025280.1,"Aeromonas caviae strain NUITM-VA2 chromosome, complete genome",Aeromonas caviae,Aeromonas caviae,,2021,Viet Nam:Hanoi,taxon:648,BioProject:PRJNA224116,BioSample:SAMD00424815,Assembly:GCF_021654375.1,Genomic analysis of Aeromonas caviae strain NUITM-VA2,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01-01 00:00:00
NZ_AP025336.1,"Phytobacter diazotrophicus strain TA9734 plasmid pTMTA97342, complete sequence",Phytobacter diazotrophicus,Phytobacter diazotrophicus,,2020,Japan,taxon:395631,BioProject:PRJNA224116,BioSample:SAMD00424022,Assembly:GCF_021654695.1,Direct Submission,"Sequence Read Archive:DRR328965, DRR328966",Complete genome sequence of Phytobacter diazotrophicus TA9734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-01 00:00:00
NZ_CP091328.1,"Acinetobacter baumannii strain BM2333 chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,2018,China:wenzhou,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25185246,Assembly:GCF_021725415.1,Transcriptomics analysis reveals the molecular mechanisms of the antibacterial activity of gallium nitrate against Acinetobacter baumannii isolated from bloodstream infections,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
